id,production_company
209247,Sony Pictures|Darius Films|Entertainment One
100542,KRU Studios
220289,Ugly Duckling Films|Bellanova Films
76544,Universal Pictures|Village Roadshow Pictures|China Film Group Corporation (CFGC)|Company Films|Dalian Wanda Group
175528,Sneak Preview Productions
192134,BBC Films|Isle of Man Film Commission|Recorded Picture Company (RPC)|Pinewood Studios
133790,Fox Searchlight Pictures|HBO Films
77234,Matador Pictures|ContentFilm|Furst Films|uFilm|Le Tax Shelter du Gouvernement FÃ©dÃ©ral de Belgique
152737,Jean Doumanian Productions|Smokehouse Pictures
121986,RT Features
216541,Hollywood Media Bridge|Anchor Bay Films|Voltage pictures|Creamovies|Picture Perfect Corp.
210908,ModerncinÃ©
209249,SND|Radar Films|Process Media|Love Punch
159117,The Collective|Bloody Disgusting|8383 Productions|Snoot Entertainment|Haxan Films
214075,Lascaux Films|Latitude Productions
91745,Echo Lake Productions (I)|amber entertainment
85889,Egoli Tossell Film AG|Steel Mill Pictures|Entre Chien et Loup|Filmgate Films|Logie Pictures
210024,British Broadcasting Corporation (BBC)|BBC America|BBC Cymru Wales
41602,Bona Fide Productions|MediaPro Pictures
132344,Castle Rock Entertainment|Detour Filmproduction|Faliro House Productions|Venture Forth
156700,Big Beach Films
115283,Black Bear Pictures
227348,Blumhouse Productions|Room 101|Solana Films
227094,Castelao Producciones
166271,Wild Bunch|The Movie Network (TMN)|Copperheart Entertainment|Canadian Film or Video Production Tax Credit (CPTC)|Movie Central
166822,Epic Pictures Group|Snowfort Pictures
108726,Myriad Pictures|Asia Digital Entertainment|Gemini Industries|Imaging
199591,Demarest Films
115782,Open Road Films|Dillywood|Five Star Institute|Silver Reel
145135,Alliance Films|Blumhouse Productions|Automatik Entertainment|Cinema Vehicle Services
157360,3311 Productions|In A World|Team G|More Films
230896,Marvel Studios
115348,Gaumont|Kintop Pictures|Reliance Entertainment|Relativity Media|IM Global
209504,Kickstart Productions|Just Chorizo Productions
182873,Tea Shop & Film Company
77663,Nu Image Films|Corsan|Millennium Films|Promised Land Productions
50275,Danmarks Radio (DR)|SVT|Norsk Rikskringkasting (NRK)|BBC|ZDF Productions
160139,Studio Hamburg Filmproduktion|C-Films AG|K5 International|Tele MÃ¼nchen Fernseh Produktionsgesellschaft (TMG)|Cinemate
172226,Pioneer Pictures|LD Entertainment|Wonderful Films PLC|Exclusive Media Group|Work in Progress
184125,Lynn Peak Productions|Studio West Productions(VCC)
207768,Cinetel Films
172803,The Safran Company|PalmStar Entertainment|Hours Capital
198210,FilmEngine|Bold Films|Marc Platt Productions
157354,Forest Whitaker's Significant Productions|OG Project
229408,Illumination Entertainment
152792,Worldview Entertainment
209361,Diamond Films
164457,Appian Way|Scott Free Productions|Relativity Media|Energy Entertainment|Red Granite Pictures
129139,3 Arts Entertainment|The Mark Gordon Company
202575,StudioCanal|nWave Pictures|Illuminata Pictures|Shout! Factory
149910,Key Pix Productions
201749,Senator Film Produktion|Bavaria Pictures
229182,Das Films|Living Out Loud Films|Elephant Eye Films
82992,Universal Pictures|Original Film|One Race Productions|Dentsu|Relativity Media
215962,Treasure Entertainment
174682,XYZ Films|Quincy Pictures|Cinipix|Cosmic Toast Studios
156708,72 Productions
109417,Screen Gems
172520,Gare Farrand Entertainment|Flying Pig Productions|Skipping Stone Entertainment
157115,ModerncinÃ©|New Company
215830,Speranza Films A/S|Atlas Independent|852 Films
70706,Groundswell Productions|Herrick Productions
145197,erbp
102362,Original Film|WWE Studios
157058,Silver Nitrate Films|Silver Nitrate Pictures
78383,Lions Gate|Lions Gate Entertainments
174343,Unified Pictures|Bron Studios|Amberdale Productions
110552,Sahamongkolfilm Co.
201676,Hasbro|DHX Media
218329,Rollercoaster Entertainment|Vortex Words Pictures
192538,Vertigo Films
174341,Untouchable Films|Velvet Morning
183011,DC Comics|Warner Bros. Animation|DC Entertainment|Studio 4Â°C
188538,Hallmark Hall of Fame Productions
172391,Triggerfish Animation
160768,Why Not Productions|Worldview Entertainment|Orange Studios
207021,American Media Group
159932,Unified Pictures|Bron Studios|Demarest Films|Unanimous Pictures
248688,VT Films|Flywheel & Shyster|Globomedia Cine
174188,Mosaic Media Group|Mimran Schur Pictures
175541,Fox Searchlight Pictures|Fox Searchlight
235093,Scott Free Productions|National Geographic Channel
174316,Lagniappe Films|Mega Playground|I'm So Sorry Productions
211387,Marvel Studios
214091,Killer Films|Big Indie Pictures|A+E Studios
220286,Nostromo Pictures|TelefÃ³nica Producciones
205321,The Asylum|Syfy|Southward Films
159128,Belladonna Productions
176339,NBC Universal Television|British Broadcasting Corporation (BBC)|HBO Films|Working Title Television
210041,HBO Films
111473,BBC Films|Headline Pictures|Magnolia Mae Films|Taeoo Entertainment
159014,Tremolo Productions
224815,DeepStudios
151933,CC Capital Arts Entertainment SRL|Universal 1440 Entertainment
211067,Worldview Entertainment|Arcade Pictures
209350,Le Bureau|Film4 Productions
146381,Constantin Film
175291,New Artists Alliance|Snowfort Pictures
199420,120dB Films|Louisiana Media Productions|Anchor Bay Films|Mimran Schur Pictures|Upload Films
152748,Parts and Labor|Upload Films|Paradox Entertainment|Sailor Bear|Primary Productions
158916,Kickstart Productions|Mythic International Entertainment|Raindance Entertainment
168903,Mattel
229749,Castel Film Studio|Believe Pictures|Jordan Films
157375,La Pistola|Attic Light Films
152745,RabbitBandini Productions|Lee Caplin / Picture Entertainment
114779,Vacationeer Productions|Gordon Bijelonic / Datari Turner Films|ARM Entertainment|Attainment Media Group
199753,Warner Bros. Home Video
195269,WWE Studios
152795,Pandora Filmproduktion|Entre Chien et Loup|Opus Film|Bridgit Folman Film Gang|Paul Thiltges Distributions
152259,Trilogy Entertainment Group|RCR Media Group|Solar Filmworks
214093,Gaumont|Entre Chien et Loup|Arena Productions|Mollywood|VEGA Film AG
159095,Big Talk Productions|Film4|Anton Capital Entertainment (ACE)
161321,Steelyard Pictures|iQ Films
209271,"Fork Films|Venture Forth|Film Community, The|Benaroya Pictures|Union Entertainment Group (II)"
222461,Room 101|Incentive Filmed Entertainment|FilmDistrict|Prototype|Sierra / Affinity
191820,Dor Film Produktionsgesellschaft GmbH|Ã–sterreichischer Rundfunk (ORF)|ARTE|Bayerischer Rundfunk (BR)|Film House Germany
152736,RabbitBandini Productions|Made In Film-Land
199534,South Australian Film Corporation|Screen Australia|Emu Creek Pictures|Duo Art Productions|True Crime Australia
253617,Arc Productions
217316,Exclusive Media Group|Universum Film (UFA)|Spitfire Pictures|Flat-Out Films
229405,Illumination Entertainment
156717,Moonlighting Films|CC Capital Arts Entertainment SRL
193613,Exclusive Media Group|Picturehouse Entertainment
153795,Nu Image Films|Millennium Films|The Group Films
252529,Tornasol Films S.A.|Rainy Day Films
170194,Daronimax Media
166076,DC Comics|Warner Bros. Animation|Warner Premiere|DC Entertainment
59981,Prana Animation Studios|Summertime Entertainment
225747,Richwater Films
60932,BCDF Pictures
209263,Fox Searchlight Pictures
175555,Lions Gate
172828,Duplass Brothers Productions|New Artists Alliance|Floren Shieh Productions
104329,NDF International
185471,Boku Films|Compound B
156711,Fickle Fish Films|Moxie Pictures
181330,Codeblack Entertainment|Hartbeat Productions
74461,North by Northwest Entertainment|IndieVest Pictures
214210,Les Films de Pierre
87499,Scott Free Productions
111479,Rampart Films|Unclaimed Freight Productions
176068,Process Productions
201066,Gather Films|Picturesque Films
146304,Universal
255692,Bunk 11 Pictures|TAJJ Media|Hideaway Pictures
160118,Parada Film|Hai Hui Entertainment
150202,Gold Circle Films
207769,Before the Door Pictures|Sunchaser Entertainment|Favorit Film
198287,An Olive Branch Productions|SCTV
158907,Indian Paintbrush|Super Crispy Entertainment
196254,Universal Studios
170039,National Geographic Channel
159092,Darko Entertainment
57210,When Angels Sing
255718,Universal Pictures Corporation
189680,Vertigo Films
174326,dreamFly Productions|Escape Pictures|Lavender Pictures|There We Go Films
169219,Non-Stop Productions|Future Films|Aldamisa Entertainment|Midnight Sun Pictures|K. JAM Media
158914,Revolution Films|Film Four International|Lipsync Productions|Baby Cow Films
217896,Canadian Film or Video Production Tax Credit (CPTC)|Nasser Entertainment Group|Odyssey Media
197033,Huffington Pictures|Levy Leder Company
87436,Magnet Releasing|Drafthouse Films
157841,EpithÃ¨te Films|Cross Creek Pictures|Tapioca Films
205939,Arrowstorm Entertainment
191294,Memfis Film|Film i VÃ¤st
109729,Filmworks/FX|Prettybird|Post Empire Films|Sodium Fox
122369,Don Carmody Productions|Minds Eye Entertainment
137563,Picture Machine|Haven Entertainment
121677,"Mirabai Films|Cine Mosaic|Doha Film Institute, The"
157351,MRB Productions|Rooks Nest Entertainment|Pisces Rising Productions
168399,Pandora Filmproduktion|Matila RÃ¶hr Productions (MRP)|Garagefilm International|Film i VÃ¤st|Friland
100544,Jeff Most Productions
199578,Screen Australia|F.G. Film Productions
165739,Imprint Entertainment|Most Films|Extravaganza Entertainment|42 Films
140222,Deep Blue Pictures|Red 56
212769,CJ Entertainment
206213,Arrowstorm Entertainment|The Klimax
214086,Mockingbird Pictures
159638,Hernany Perla Films|Flying Monkeys Entertainment
172847,Anonymous Content|Best Medicine Productions
183258,Universal Pictures
218425,Britpack Film Company|DMS Films|Incurably Curious
185267,Paul Hough Entertainment
143049,Anonymous Content|Treehouse Pictures
180951,Marwood Pictures|CrossDay Productions Ltd.|Apart Films
159008,72 Productions
166879,Principle Entertainment
227425,LionsGate|Crest Animation Productions
136850,Myriad Pictures
167305,Alliance|Sony Pictures Entertainment (SPE)|Independent Edge FIlms
204349,BoulderLight Pictures|Southern Fried Films
210910,Ambrosino / Delmenico|Channel 83 Films
220845,Sony Pictures Animation
158999,Manny O Productions
167960,Highland Film Group
157117,Roswell Films|Therapy Content
187541,Sony Pictures Television
238589,After Dark Films|Signature Entertainment|Bomar OOD|Payton Productions|Boulston Productions Limited
227359,Steamroller Productions|Voltage Pictures
209262,Playtone|American Film Company|Exclusive Media Group
216539,Active Entertainment
207774,Metrodome Distribution
128081,Samaritan Entertainment
183662,Intrepid Pictures
182228,The Asylum|The Global Asylum|Next Station Productions|The Institution
167575,ArieScope Pictures|Dark Sky Films
72525,Lila 9th Productions|Windward Entertainment
186971,Les Films d'Ici
227877,Gearshift Films
205891,Hollywood Media Bridge|Zero Gravity Management|ChickFlick Productions
186988,Rai Cinema|Buena Onda
178682,Disney Channel|It's a Laugh Productions
191720,CamÃ©ra One|Snowfort Pictures|Endless Picnic
158908,State Street Pictures|iDeal Partners Film Fund|Unified Pictures|Floren Shieh Productions|Venture Forth
162215,Cowboy Films|Passion Pictures|BFI Film Fund
205724,120dB Films|Pimienta|The Salt Company International|Private Island Trax|Stun Creative
173210,VH1 Rock Docs
146203,StudioCanal|CBS Films
159004,Civic Bakery|Big Noise Films
127373,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions
141733,Whizbang Films
177888,Disney Channel
192136,Distant Horizons|Film Afrika Worldwide|Videovision Entertainment|Pathe|Origin Pictures
158739,Intrinsic Value Films
185574,Pig Newton
231474,Content Media Corp.|Raindance Entertainment|Eh-Okay|Arc Entertainment
205220,BBC Films|The Weinstein Company|Baby Cow Productions|PathÃ©|Yucaipa Films
161143,DreamWorks Animation
220494,Single Spark Pictures|Music Box Films
172631,"Bedford Falls Company, The|Footprint Features"
172386,Universal Pictures Germany GmbH
191566,Lighthouse Home Entertainment
217708,Filmhuset Gruppen|Leiknar Myndir
180679,Launchpad Productions|Piller / Segan / Shepherd|Sobini Films
139519,Killer Films|Braven Films|Rip Cord Productions
113148,Muskat Filmed Properties|Dogfish Pictures
254918,Identity Films
236028,The Directors Bureau|Hi! Production
159138,Tree Tree Tree Productions
118289,Ecosse Films|Le Pacte|Scope Pictures|Film i VÃ¤st|Filmgate Films
226979,Gloss Studio|Serious Productions
154282,Lynn Shelton
171581,WWE Studios
215814,24/7 Films|Armzfx|Scarlet Fire Films
221510,Walden Media|Zucker Productions|Triple D Productions
201847,Entertainment One
224076,Three Coin Productions|Saratov Films
174671,Eurimages|Ex Nihilo|Element Pictures|Bord Scannan na hEireann / Irish Film Board|Film i VÃ¤st
238466,Radical Media
177699,BBC Films|StudioCanal|Baby Cow Productions|British Film Institute (BFI)|Baby Cow Films
229839,Syfy
244610,Onset Films|Cliffbrook Films
232175,Day Twenty- Eight Films|Rishon Films
177203,BBC|Science Channel
228933,Whitewater Films|Khaos Digital
177566,The Asylum
209406,Serendipity Point Films|Nomadic Pictures
202141,Anthos Media|Particle Fever
214081,Wild Bunch|FidÃ©litÃ© Films|Scope Pictures|Orange CinÃ©ma SÃ©ries|Cofinova DÃ©veloppement 6
200481,Pixar Animation Studios
179111,Film4|Rook Films
240881,Aberration Films
237710,Hallmark Entertainment
173153,HBO Films
278334,Bold Films
153738,Dark Sky Films|XYZ Films|Pellicola
194101,British Film Institute (BFI)|Film4|Moonspun Films
195276,Miin Pictures
211065,FSC Productions|Along The Tracks
231001,Ruthless Pictures
197624,"Asylum, The"
167179,Canal+Polska|Agora Entertainment|Film It
200462,The Asylum
239459,Sony Pictures Home Entertainment
240913,Check Entertainment
180894,Millennium Films|Swingin' Productions
256742,Necrostorm
146227,Dark Castle Entertainment|Signature Pictures|After Dark Films|Silver Reel|Saints LA
210913,Allegro-Film|Filmfonds Wien|ORF Film/Fernseh-Abkommen
222911,Jay-X Entertainment|TMP Films
216156,Rai Cinema|Redwave Films|Embargo Films
245169,Vroom Productions|Banner House Productions
190754,ABS-CBN Film Productions|Star Cinema Productions|XYZ Films|Reality Entertainment
214597,Gaeta / Rosenzweig Films
246449,Against the Wild Films
158990,CTB Film Company|Realitism Films|Rubber Films|Timwe
164558,Columbia Pictures|Sony Pictures
284019,Disney Television Animation
236324,The Asylum
212721,New Real Films|1976 Productions
226437,MFA Filmdistribution|Polski Instytut Sztuki Filmowej|Silesia Film (coprodukcja)|Agencja Filmowa Telewizji Polskiej (coprodukcja)
248842,Haut et Court|Parallel Film Productions|Fox International Productions (FIP)
257874,Revolver Picture Company|Elevative Entertainment
207273,Chiller Films|Synthetic Cinema International
157409,FÃ¡bula|Diroriro
192210,Society Entertainment|BB Film Productions|Marcio Garcia Producoes
192813,The Global Asylum
197919,Enderby Entertainment|Tony-Seven Films
209901,Anchor Bay Films|Upload Films|Movie Package Company (MPC)|Slasher Films|Prime Focus Ltd.
161782,Rapid Heart Pictures
209204,HBO Documentary Films
216769,Nickelodeon Productions
199556,Limelight International Media Entertainment|Voltage Pictures|ARO Entertainment|Odyssey Media
191562,Eros International
164331,Nu Image Entertainment
160564,Memento Films Distribution
169758,Duckling A/S|Drama Deluxe
209355,Site 4 View Productions
131689,A. C. I. Films
300302,Comedy Central
241958,ME Completion|Cinemakers
123107,Off Hollywood Pictures|Ambush Entertainment|Circle of Confusion
224003,Arrowstorm Entertainment
220677,The Asylum
252990,Mad Dimension
198677,Mainstay Productions|Arrowstorm Entertainment
234567,Walt Disney Animation Studios
72359,34th Street Films|Homegrown Pictures
159154,Universal Pictures|Universal Pictures International (UPI)|Jigsaw|Global Produce
177271,DC Comics|LEGO|The Lego Group|Warner Premiere Digital|Traveller's Tales
218460,Hybrid
163431,Filmlance International AB
83869,Identity Films|Wind Dancer Productions
214100,DNA Films
228676,Lions Gate
165864,Tribeca Productions
164443,Hallmark Hall of Fame Productions
171795,Predestinate Productions
238234,BBC
137968,World Wide Productions
159211,Rai Cinema|One More Pictures
194722,CineSon Entertainment|Look at the Moon Productions
226360,Lifetime Television
245597,Lotte Entertainment
101724,SenoReality Pictures|Ministry Machine Productions
184155,Three T Productions|Studio Trite|VGTRK|Vserossiyskaya Gosudarstvennaya Televizionnaya i Radioveshchatelnaya Kompaniya (VGTRK)
159667,Canadian Film Centre (CFC)
195796,Mad Dimension|CountessFilms|Gearshift Films
229296,Open Road Films
242575,Eficine 226|Beanca Films|Fondo de InversiÃ³n y EstÃ­mulos al Cine (FIDECINE)|MPN Cologne Film 3
235662,Johnson Production Group|The Hallmark Channel
273404,Telefilm Canada|Ontario Media Development Corporation (OMDC)|Harold Greenberg Fund|Resolute Films and Entertainment
173205,The Documentary Group|CNN Films|Vulcan Productions|Intel Corporation
212063,High Delft Pictures
199818,Screen Australia|Mystery Road Films
180688,Colorfast Pictures|Secret Identity Productions
201132,Antzworks
181095,KK Ranch Productions|Sean Robert Entertainment
97686,Good / Credit Productions
184992,Ministero per i Beni e le AttivitÃ  Culturali|Augustus Color|Bianca Film
217337,Rita Productions|Les Films PellÃ©as|Filmes do Tejo|Bande a Part Films
270221,One More Pictures
222724,Hutson Ranch Media
158936,RabbitBandini Productions
176124,Samuel Goldwyn|Provident Films
192133,Darko Entertainment|Freeman Film|Subotica Entertainment
203321,Synchronicity Films|British Film Company
229138,Imagenation Abu Dhabi FZ|FilmWorks
159140,Jigsaw Productions
185460,Jerkschool Productions
191502,Black Chalk Productions
246699,Screen Yorkshire|Origin Pictures|BBC Drama Productions|Far Moor
191718,Angoa-Agicoa|Procirep|Centre National de la CinÃ©matographie (CNC)|RÃ©gion des Pays-de-la-Loire|Sedna Films
121573,Lost Witness Pictures|Film Regions International
159012,Parts and Labor|K5 International|Cinedigm|Ocean Size Pictures
206284,Coram Deo Studios|Birchwood Pictures
202960,"Weinstein Company, The|Bad Hat Harry Productions|Anonymous Content|Tribeca Film|Jumping Jack Films"
223202,Rai Cinema|BD Cine|classic
213121,Pixar Animation Studios
159024,Worldview Entertainment
142115,Perry Street Pictures
173495,greenskyFILMS
158743,Computer Chess
268207,United King Films|Orange CinÃ©ma SÃ©ries|Sofica A Plus Images 3|Rabinovich Film Fund Cinema Project|CinÃ©mage
116741,Twentieth Century Fox Film Corporation|Regency Enterprises|21 Laps Entertainment|Wild West Picture Show Productions|TSG Entertainment
190940,Viacom 18 Motion Pictures
224087,Spinning Owls Productions|224 Entertainment
172785,FilmColony|Unique New York Productions
142391,Koan Films|Space Ace Media
159770,XYZ Films
216790,Rai Cinema|La Femme Endormie
182127,Emperor Motion Pictures
225564,Rectangle Productions.|Scope Pictures
158752,Mankurt Media
173491,Speak Thunder Films
225703,Louisiana Production Consultants
124623,Dundee Entertainment|Record Farm Industries|Cinovative
203793,Art Pictures Studio
141058,Lions Gate Films
178850,HBO|Parkwood Entertainment
238749,Chesler/Perlmutter Productions
194121,After Dark Films
246308,Arte Deutschland TV GmbH|SWR
160220,Big Focus Television
224908,Bloodline Pictures
173455,Final Frame|C5
203351,The Asylum|Tiki Terrors
174323,School Pictures|Parting Shots Media|Logolite Entertainment
105,Universal Pictures|Amblin Entertainment|U-Drive Productions
2108,Universal Pictures|Channel Productions|A&M Films
526,Twentieth Century Fox Film Corporation|Warner Bros.
9355,Kennedy Miller Productions
707,Eon Productions
11976,Universal Studios|Twentieth Century Fox Film Corporation|Embassy International Pictures|Legend Production Company
9340,Amblin Entertainment|Warner Bros.
10014,New Line Cinema|Smart Egg Pictures
1369,TriStar Pictures|Carolco Pictures
606,Universal Pictures|Mirage Entertainment
1374,United Artists
68,Embassy International Pictures
10957,Walt Disney Pictures|Silver Screen Partners II
873,Amblin Entertainment|The Guber-Peters Company|Warner Bros.
10999,Twentieth Century Fox Film Corporation|SLM Production Group|Silver Pictures
9838,Cannon Group|Golan-Globus Productions|Cannon Productions
10925,Hemdale Film Corporation|Fox Films Ltd.|Cinema 84
9281,Paramount Pictures
11532,Embassy Pictures Corporation|Christel Films
10328,Twentieth Century Fox Film Corporation|SLM Production Group|Zanuck/Brown Productions
16248,Paramount Pictures|World Film Services
11797,Columbia Pictures|Delphi IV Productions|Vistar Films
11418,Warner Bros.
10157,Warner Bros.|The Ladd Company
9626,Famous Films (II)|Dino De Laurentiis Company
8408,Dead Films|Laurel Entertainment|Toei
15196,Paramount Pictures|Debra Hill Productions|PolyGram Filmed Entertainment|The Guber-Peters Company
9731,Paramount Pictures|Georgetown Productions Inc.
13764,TriStar Pictures|Calash Corporation
20721,Orion Pictures|Raymond Wagner Productions
10176,Cinepro|Mr. Yellowbeard Productions Limited & Company
12500,Cannon Group|Golan-Globus
9749,Universal Pictures
11814,Universal Studios
8879,Warner Bros.|Malpaso Company
10849,Orion Pictures
11177,Universal Pictures
29161,DACFILM Rome
10303,Twentieth Century Fox Film Corporation|SLM Production Group|Stone Group Pictures
11954,TriStar Pictures|Golan-Globus|Easedram
1694,Empire Pictures
23919,SLM Production Group|Melvin Simon Productions|Astral Bellevue PathÃ©
10905,20th Century Fox
14370,TriStar Pictures|Delphi III Productions
8992,Monument Pictures|Embassy Films
9080,Warner Bros.|AAR Films
24873,Cannon Group
17824,TriStar Pictures
10843,"Double Play|Geffen Company, The"
5683,Aspen Film Society|Warner Bros.
2075,ABC Pictures
13667,CBS Entertainment Productions|A&M Films
12615,Roxbury Productions|Punch Productions
10372,Lucasfilm
1816,"Embassy Films|Feuer and Martin Production, A|Polygram Pictures"
10552,Famous Films (II)|Metro-Goldwyn-Mayer (MGM)|Dino De Laurentiis Company
11064,Universal Pictures|Lawrence Gordon Productions|Davis Entertainment|Silver Pictures
15983,Cannon Films
11864,Twentieth Century Fox Film Corporation|SLM Production Group|Bavaria Film|Kings Road Entertainment
11509,Columbia Pictures
45408,Golden Harvest Company|Golden Way Films Ltd.
11824,Wolfkill
11703,HB Filmes
17898,Paramount Pictures|Famous Films (II)
11557,Columbia Pictures
20348,Amblin Entertainment|Warner Bros.
21627,Columbia Pictures Corporation|Renaissance Pictures|Embassy Film Associates
27590,Universal Pictures
44191,Crazy Wheels Film Corporation
11904,Paramount Pictures|Amblin Entertainment
8130,Orion Pictures
19357,Paramount Pictures
12775,Impala|Riverside Pictures
14750,20th Century Fox
11893,Cannon Group|Golan-Globus Productions|Northbrook Films
35144,Buena Vista Distribution Company
19259,TriStar Pictures
26578,Orion Pictures|Hemdale Film
16082,Columbia Pictures
13155,Walt Disney Pictures|Silver Screen Partners II|BMI (No. 9) Ltd.|Oz Productions Ltd.
25133,Balcor Film Investors
18252,Touchstone Pictures|Silver Screen Partners II
12235,Columbia Pictures|Delphi IV Productions
27064,American Zoetrope|Lucasfilm Ltd.|Tristone Entertainment Inc.|M Company
29794,Hemdale|Cinema '84/Greenberg Brothers Partnership
10553,Orion Pictures
19064,Night Light Films
14040,Warner Bros.|WW Production
17663,Sullivan Entertainment
9846,United Artists|SLM Production Group|Metro-Goldwyn-Mayer (MGM)|New Century Productions
13938,TriStar Pictures|Motown Productions|Delphi III Productions
18502,New World Pictures|Larco Productions
16263,New World Pictures
9872,Paramount Pictures
42044,British Broadcasting Corporation (BBC)|MinistÃ¨re de la Culture de la Republique FranÃ§aise|Les Films Aleph|Historia
11018,Dino de Laurentiis Cinematografica
49370,Columbia Pictures Corporation|Delphi III Productions|Pluperfect
11338,Universal Pictures
24548,Columbia Pictures Corporation|Triton|Summa Entertainment Group
24742,Orion Pictures
11240,Channel Four Films|Working Title Films|SAF Productions
50211,Films A2|Arturo Production|Film 7
12764,Golan-Globus Productions|The Cannon Group
15982,TriStar Pictures|Delphi III Productions|The Guber-Peters Company
11243,Nelvana
30069,The Guber-Peters Company|Warner Bros.
674,Patalex IV Productions Limited|Warner Bros.|Heyday Films
272,DC Comics|Legendary Pictures|Warner Bros.|DC Entertainment|Syncopy
411,Walt Disney|Walden Media
752,Studio Babelsberg|DC Comics|Virtual Studios|Anarchos Productions|Silver Pictures
187,Dimension Films|Troublemaker Studios|Miramax
118,Village Roadshow Pictures|The Zanuck Company|Warner Bros.|Tim Burton Productions|Plan B Entertainment
1895,Lucasfilm
7453,Spyglass Entertainment|Everyman Pictures|Hammer & Tongs|Touchstone Pictures
1635,DreamWorks SKG|Warner Bros.|Parkes/MacDonald Productions
953,DreamWorks SKG|Pacific Data Images (PDI)|DreamWorks Animation
9738,Twentieth Century Fox Film Corporation|1492 Pictures|Constantin Film Produktion|Marvel Enterprises|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 3 KG
561,Village Roadshow Pictures|DC Comics|Lonely Film Productions GmbH & Co. KG.|Donners' Company|Branded Entertainment/Batfilm Productions
9522,New Line Cinema|Tapestry Films|Avery Pix
8202,Paramount Pictures|Lakeshore Entertainment|MTV Films|Colossal Pictures|Valhalla Motion Pictures
10022,Walt Disney Pictures|Spyglass Entertainment
74,Paramount Pictures|DreamWorks SKG|Cruise/Wagner Productions|Amblin Entertainment
1904,DreamWorks SKG|Spyglass Entertainment|Columbia Pictures Corporation|Red Wagon Productions
6957,Universal Pictures|Apatow Productions
9982,Walt Disney Pictures|Walt Disney Feature Animation
8488,Columbia Pictures Corporation|Overbrook Entertainment
9335,Canal Plus|Twentieth Century Fox Film Corporation|Current Entertainment|TF 1 Film Productions|TPS Star
2313,Universal Pictures|Team Todd|Prime Film Productions LLC|Younger Than You
11283,Universal Pictures|Three Strange Angels|Studio Canal|Metro-Goldwyn-Mayer (MGM)|Working Title Films
1495,Studio Babelsberg|Twentieth Century Fox Film Corporation|Scott Free Productions|Kanzaman|Dune Films
4379,New Line Cinema|Spring Creek Productions|BenderSpink|Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
254,WingNut Films|Universal Pictures|Big Primate Pictures|MFPV Film
4551,Double Feature Films|Jersey Films|Nina Saxon Film Design|Metro-Goldwyn-Mayer (MGM)
11968,Columbia Pictures Corporation|Mandalay Pictures|Metro-Goldwyn-Mayer (MGM)
4348,Universal Pictures|StudioCanal|Scion Films|Focus Features|Working Title Films
142,River Road Entertainment|Alberta Film Entertainment|Focus Features|Good Machine
9928,Blue Sky Studios|Twentieth Century Fox Animation
13417,Walt Disney Pictures|Toon City
11679,Original Film|Columbia Pictures Corporation|Revolution Studios
9779,DiNovi Pictures|Alcon Entertainment|Alloy Entertainment
787,20th Century Fox|Weed Road Pictures|Dutch Oven|New Regency Productions|Summit Entertainment
8923,Odd Lot Entertainment
1656,Amblin Entertainment|Columbia Pictures Corporation
1830,Saturn Films|Ascendant Pictures|Endgame Entertainment|Entertainment Manufacturing Company|Rising Star
6795,Columbia Pictures Corporation|Teitler Film|Michael De Luca Productions|Radar Pictures
9947,Twentieth Century Fox Film Corporation|Regency Enterprises|Epsilon Motion Pictures|New Regency Pictures|Marvel Enterprises
10320,DreamWorks SKG|BenderSpink|Parkes+MacDonald Image Nation
3933,Tim Burton Animation Company|Will Vinton Studios|Warner Bros.|Tim Burton Productions|Laika Entertainment
533,Aardman Animations|DreamWorks Animation
2800,Village Roadshow Pictures|Section Eight|Spring Creek Productions|Warner Bros.
14174,Conquering Lion Pictures|Optix Digital Pictures
9667,Section Eight|Mandalay Pictures|VIP 3 Medienfonds|2929 Productions|Rising Star
25,Universal Pictures|Neal Street Productions|Red Wagon Entertainment|Motion Picture KAPPA Produktionsgesellschaft
9392,Celador Films|PathÃ©|Northmen Productions
16320,Universal Pictures|Barry Mendel Productions
215,Lions Gate Films|Got Films|Twisted Pictures|Evolution Entertainment|Saw 2 Productions
9007,DreamWorks SKG|MacDonald/Parkes Productions
11451,Walt Disney Pictures|Robert Simonds Productions
9621,Paramount Pictures|Cruise/Wagner Productions|Vinyl Films|KMP Film Invest
20760,Walt Disney Pictures
8292,Paramount Pictures|Di Bonaventura Pictures
1690,International Production Company|Raw Nerve|Next Entertainment|Hostel LLC
5236,Silver Pictures|Warner Bros.
921,Miramax Films|Imagine Entertainment|Universal Pictures|Parkway Pictures (I)|Touchstone Pictures
116,DreamWorks
10982,The Weinstein Company|Kanbar Entertainment|Blue Yonder Films
11096,Twentieth Century Fox Film Corporation|Fox 2000 Pictures|Josephson Entertainment|MBC Beteiligungs Filmproduktion
9722,Columbia Pictures Corporation|Red Wagon Entertainment|Bewitched
11931,Fox 2000 Pictures|Deuce Three Productions|Scott Free Productions
8274,Rogue Pictures
8814,Di Bonaventura Pictures|John Wells Productions|Reaper Productions|Stillking Films|Babelsberg Film
